,losses,losses_d,losses_test,losses_test_d,mse,mse_test
26,0.4626238942146301,1.0941575765609741,0.4626827836036682,1.0940262079238892,tensor(1.1194),tensor(1.1194)
27,0.4623820185661316,1.094059705734253,0.46257323026657104,1.0939292907714844,tensor(1.1270),tensor(1.1270)
28,0.462302029132843,1.0939726829528809,0.46246474981307983,1.0938684940338135,tensor(1.1245),tensor(1.1245)
29,0.46220433712005615,1.0938857793807983,0.4623572826385498,1.093773365020752,tensor(1.1340),tensor(1.1340)
30,0.4621139168739319,1.0938096046447754,0.4622505307197571,1.093700885772705,tensor(1.1293),tensor(1.1293)
31,0.46199506521224976,1.093739628791809,0.46214449405670166,1.0936505794525146,tensor(1.1283),tensor(1.1283)
32,0.4619070291519165,1.0936667919158936,0.46203893423080444,1.0935887098312378,tensor(1.1376),tensor(1.1376)
33,0.4616559147834778,1.0936084985733032,0.46193403005599976,1.0935108661651611,tensor(1.1386),tensor(1.1386)
34,0.4617292284965515,1.0935397148132324,0.46182960271835327,1.0934597253799438,tensor(1.1385),tensor(1.1385)
35,0.4615728259086609,1.0934762954711914,0.4617254137992859,1.0933641195297241,tensor(1.1292),tensor(1.1292)
36,0.4613426923751831,1.0934301614761353,0.4616215229034424,1.0933701992034912,tensor(1.1282),tensor(1.1282)
37,0.46127307415008545,1.0933570861816406,0.461517870426178,1.0933036804199219,tensor(1.1364),tensor(1.1364)
38,0.4611949324607849,1.0932997465133667,0.4614143967628479,1.0933010578155518,tensor(1.1319),tensor(1.1319)
39,0.46115338802337646,1.093273401260376,0.4613109230995178,1.0931802988052368,tensor(1.1375),tensor(1.1375)
40,0.46090877056121826,1.0932109355926514,0.46120738983154297,1.0931376218795776,tensor(1.1282),tensor(1.1282)
41,0.4607762098312378,1.0931802988052368,0.4611039161682129,1.09312105178833,tensor(1.1311),tensor(1.1311)
42,0.460796058177948,1.0931389331817627,0.4610002636909485,1.0930850505828857,tensor(1.1477),tensor(1.1477)
43,0.4605978727340698,1.0930930376052856,0.460896372795105,1.093019723892212,tensor(1.1449),tensor(1.1449)
44,0.4605432152748108,1.093031883239746,0.4607924818992615,1.092992901802063,tensor(1.1477),tensor(1.1477)
45,0.46036607027053833,1.0930054187774658,0.46068841218948364,1.0929818153381348,tensor(1.1350),tensor(1.1350)
46,0.46029943227767944,1.0929577350616455,0.4605841040611267,1.0928924083709717,tensor(1.1639),tensor(1.1639)
47,0.46013206243515015,1.0929142236709595,0.4604795575141907,1.092895269393921,tensor(1.1543),tensor(1.1543)
48,0.45997709035873413,1.0928490161895752,0.4603748917579651,1.0928040742874146,tensor(1.1459),tensor(1.1459)
49,0.4599553346633911,1.092819094657898,0.46026986837387085,1.0928288698196411,tensor(1.1504),tensor(1.1504)
50,0.4599480628967285,1.0927734375,0.46016454696655273,1.0926792621612549,tensor(1.1255),tensor(1.1255)
51,0.4597397446632385,1.0927302837371826,0.4600592851638794,1.0926730632781982,tensor(1.1459),tensor(1.1459)
52,0.4597253203392029,1.0926907062530518,0.4599536061286926,1.0926202535629272,tensor(1.1462),tensor(1.1462)
53,0.45952314138412476,1.0926238298416138,0.4598478674888611,1.0926488637924194,tensor(1.1370),tensor(1.1370)
54,0.45945459604263306,1.09257972240448,0.45974189043045044,1.0925374031066895,tensor(1.1459),tensor(1.1459)
55,0.4593403935432434,1.0925300121307373,0.4596356749534607,1.0925039052963257,tensor(1.1370),tensor(1.1370)
56,0.45912981033325195,1.0924988985061646,0.4595293402671814,1.0924837589263916,tensor(1.1453),tensor(1.1453)
57,0.45909762382507324,1.0924097299575806,0.459422767162323,1.0923881530761719,tensor(1.1455),tensor(1.1455)
58,0.45887845754623413,1.0923525094985962,0.4593159556388855,1.0924012660980225,tensor(1.1481),tensor(1.1481)
59,0.4589843153953552,1.0923089981079102,0.45920896530151367,1.0923213958740234,tensor(1.1374),tensor(1.1374)
60,0.4587510824203491,1.0922982692718506,0.45910197496414185,1.0922635793685913,tensor(1.1488),tensor(1.1488)
61,0.4585661292076111,1.0922152996063232,0.45899462699890137,1.0922094583511353,tensor(1.1425),tensor(1.1425)
62,0.45842301845550537,1.0921657085418701,0.4588870406150818,1.0921566486358643,tensor(1.1431),tensor(1.1431)
63,0.45846986770629883,1.0921131372451782,0.4587792754173279,1.0921273231506348,tensor(1.1620),tensor(1.1620)
64,0.4584604501724243,1.0921145677566528,0.4586713910102844,1.09206223487854,tensor(1.1326),tensor(1.1326)
65,0.45815664529800415,1.091996431350708,0.45856326818466187,1.0920121669769287,tensor(1.1477),tensor(1.1477)
66,0.4581804871559143,1.0919781923294067,0.4584549069404602,1.0919914245605469,tensor(1.1373),tensor(1.1373)
67,0.4580153226852417,1.0919266939163208,0.45834630727767944,1.0918915271759033,tensor(1.1460),tensor(1.1460)
68,0.45791399478912354,1.0918874740600586,0.45823758840560913,1.091900110244751,tensor(1.1468),tensor(1.1468)
69,0.45786482095718384,1.0918278694152832,0.4581286311149597,1.091774344444275,tensor(1.1213),tensor(1.1213)
70,0.45771491527557373,1.0917108058929443,0.45801931619644165,1.091705322265625,tensor(1.1618),tensor(1.1618)
71,0.4575767517089844,1.0917216539382935,0.45790982246398926,1.0916942358016968,tensor(1.1489),tensor(1.1489)
72,0.4576430916786194,1.091615080833435,0.45780009031295776,1.0916250944137573,tensor(1.1368),tensor(1.1368)
73,0.4574415683746338,1.0916050672531128,0.4576900005340576,1.0915555953979492,tensor(1.1619),tensor(1.1619)
74,0.4574841856956482,1.0915162563323975,0.45757973194122314,1.0915390253067017,tensor(1.1560),tensor(1.1560)
75,0.45715975761413574,1.0914884805679321,0.45746904611587524,1.0914545059204102,tensor(1.1451),tensor(1.1451)
76,0.45703184604644775,1.091440200805664,0.457358181476593,1.0914688110351562,tensor(1.1655),tensor(1.1655)
77,0.45694416761398315,1.0913677215576172,0.45724689960479736,1.0913128852844238,tensor(1.1647),tensor(1.1647)
78,0.4568772315979004,1.0912821292877197,0.4571354389190674,1.0912638902664185,tensor(1.1602),tensor(1.1602)
79,0.4567548632621765,1.0913076400756836,0.457023561000824,1.0912318229675293,tensor(1.1667),tensor(1.1667)
80,0.4565672278404236,1.0912383794784546,0.4569113850593567,1.0914742946624756,tensor(1.1524),tensor(1.1524)
81,0.45660126209259033,1.091123342514038,0.4567990303039551,1.091200351715088,tensor(1.1739),tensor(1.1739)
82,0.45655304193496704,1.0910701751708984,0.4566861391067505,1.091064453125,tensor(1.1654),tensor(1.1654)
83,0.4564775824546814,1.0910344123840332,0.45657289028167725,1.0911695957183838,tensor(1.1863),tensor(1.1863)
84,0.4562891721725464,1.0909905433654785,0.45645928382873535,1.0910396575927734,tensor(1.1569),tensor(1.1569)
85,0.4560651183128357,1.0908864736557007,0.45634520053863525,1.0909552574157715,tensor(1.1729),tensor(1.1729)
86,0.45619386434555054,1.0908957719802856,0.4562308192253113,1.0908902883529663,tensor(1.2080),tensor(1.2080)
87,0.45604169368743896,1.0907748937606812,0.4561160206794739,1.0908163785934448,tensor(1.1628),tensor(1.1628)
88,0.4559522867202759,1.0908012390136719,0.4560006856918335,1.090803623199463,tensor(1.1851),tensor(1.1851)
89,0.4558684825897217,1.0907313823699951,0.4558848738670349,1.0906541347503662,tensor(1.2352),tensor(1.2352)
90,0.4557247757911682,1.0906696319580078,0.4557687044143677,1.0906660556793213,tensor(1.1747),tensor(1.1747)
91,0.4556894302368164,1.0904889106750488,0.455652117729187,1.0905612707138062,tensor(1.1782),tensor(1.1782)
92,0.4554945230484009,1.0904974937438965,0.45553499460220337,1.0905001163482666,tensor(1.2194),tensor(1.2194)
93,0.4553797245025635,1.0904841423034668,0.4554174542427063,1.0904752016067505,tensor(1.2175),tensor(1.2175)
94,0.4552686810493469,1.090423822402954,0.4552995562553406,1.0903470516204834,tensor(1.1811),tensor(1.1811)
95,0.455130398273468,1.0903346538543701,0.4551810622215271,1.0903682708740234,tensor(1.1825),tensor(1.1825)
96,0.4551783800125122,1.0902326107025146,0.45506227016448975,1.0903418064117432,tensor(1.2216),tensor(1.2216)
97,0.45503515005111694,1.0900952816009521,0.45494288206100464,1.0902456045150757,tensor(1.2135),tensor(1.2135)
98,0.45491987466812134,1.090171217918396,0.45482325553894043,1.0900797843933105,tensor(1.1900),tensor(1.1900)
99,0.45490944385528564,1.0900710821151733,0.45470309257507324,1.0900707244873047,tensor(1.2370),tensor(1.2370)
100,0.4546254873275757,1.0900158882141113,0.4545823931694031,1.0900442600250244,tensor(1.2283),tensor(1.2283)
101,0.4547516107559204,1.0899995565414429,0.45446139574050903,1.0899932384490967,tensor(1.2721),tensor(1.2721)
102,0.45454949140548706,1.0898706912994385,0.45433980226516724,1.0900958776474,tensor(1.2445),tensor(1.2445)
103,0.45443016290664673,1.0897769927978516,0.45421791076660156,1.0899133682250977,tensor(1.2271),tensor(1.2271)
104,0.4542701244354248,1.0896975994110107,0.4540955424308777,1.0897630453109741,tensor(1.2903),tensor(1.2903)
105,0.4543260335922241,1.089635968208313,0.4539727568626404,1.0896785259246826,tensor(1.2540),tensor(1.2540)
106,0.4541774392127991,1.0895843505859375,0.4538494944572449,1.0896178483963013,tensor(1.2486),tensor(1.2486)
107,0.4540521502494812,1.0894734859466553,0.4537256956100464,1.0896179676055908,tensor(1.2855),tensor(1.2855)
108,0.45403122901916504,1.089464545249939,0.4536014795303345,1.089627981185913,tensor(1.2667),tensor(1.2667)
109,0.45377683639526367,1.0894578695297241,0.45347660779953003,1.0894038677215576,tensor(1.2741),tensor(1.2741)
110,0.4537737965583801,1.089340329170227,0.45335131883621216,1.0893319845199585,tensor(1.2459),tensor(1.2459)
111,0.45357686281204224,1.089304804801941,0.45322543382644653,1.0894365310668945,tensor(1.2470),tensor(1.2470)
112,0.453552782535553,1.0890926122665405,0.45309895277023315,1.0894877910614014,tensor(1.2656),tensor(1.2656)
113,0.45343321561813354,1.0891364812850952,0.4529719352722168,1.0893919467926025,tensor(1.2849),tensor(1.2849)
114,0.45332860946655273,1.0890880823135376,0.45284438133239746,1.0890573263168335,tensor(1.2982),tensor(1.2982)
115,0.45327305793762207,1.0890462398529053,0.45271629095077515,1.089141607284546,tensor(1.2554),tensor(1.2554)
116,0.45307010412216187,1.0888805389404297,0.4525875449180603,1.088930606842041,tensor(1.2708),tensor(1.2708)
117,0.4531046748161316,1.0888251066207886,0.45245814323425293,1.088883876800537,tensor(1.2885),tensor(1.2885)
118,0.45278310775756836,1.0888864994049072,0.4523281455039978,1.0888588428497314,tensor(1.2826),tensor(1.2826)
119,0.4528025984764099,1.0887565612792969,0.4521973729133606,1.0887551307678223,tensor(1.2953),tensor(1.2953)
120,0.4527425765991211,1.0886099338531494,0.45206576585769653,1.0886543989181519,tensor(1.3269),tensor(1.3269)
121,0.4526015520095825,1.0885652303695679,0.45193344354629517,1.0887399911880493,tensor(1.3518),tensor(1.3518)
122,0.452526330947876,1.0884674787521362,0.4518003463745117,1.0886082649230957,tensor(1.2516),tensor(1.2516)
123,0.45235222578048706,1.088380217552185,0.45166635513305664,1.088550090789795,tensor(1.3554),tensor(1.3554)
124,0.45219558477401733,1.0883898735046387,0.4515313506126404,1.0884209871292114,tensor(1.3722),tensor(1.3722)
125,0.45216065645217896,1.0883607864379883,0.4513953924179077,1.0884431600570679,tensor(1.3729),tensor(1.3729)
126,0.452129602432251,1.0882458686828613,0.45125848054885864,1.0883656740188599,tensor(1.2885),tensor(1.2885)
127,0.4519336223602295,1.0881767272949219,0.4511205554008484,1.0881582498550415,tensor(1.3177),tensor(1.3177)
128,0.4519152045249939,1.0880722999572754,0.4509813189506531,1.0881465673446655,tensor(1.3032),tensor(1.3032)
129,0.4518057703971863,1.0879350900650024,0.4508408308029175,1.088096261024475,tensor(1.3522),tensor(1.3522)
130,0.45158469676971436,1.0879905223846436,0.4506988525390625,1.0881898403167725,tensor(1.3789),tensor(1.3789)
131,0.45160216093063354,1.0878459215164185,0.45055538415908813,1.0879807472229004,tensor(1.2995),tensor(1.2995)
132,0.4514915943145752,1.0877571105957031,0.45041072368621826,1.0878570079803467,tensor(1.3227),tensor(1.3227)
133,0.4513058662414551,1.0877196788787842,0.4502643942832947,1.0878061056137085,tensor(1.3273),tensor(1.3273)
134,0.4512518644332886,1.0876147747039795,0.45011651515960693,1.0876333713531494,tensor(1.3534),tensor(1.3534)
135,0.4511294364929199,1.0875294208526611,0.4499668478965759,1.0876374244689941,tensor(1.3182),tensor(1.3182)
136,0.45101219415664673,1.087420105934143,0.44981545209884644,1.0876110792160034,tensor(1.3662),tensor(1.3662)
137,0.45092499256134033,1.0873563289642334,0.4496622681617737,1.0874038934707642,tensor(1.3987),tensor(1.3987)
138,0.4509066939353943,1.0872259140014648,0.44950705766677856,1.087336540222168,tensor(1.3526),tensor(1.3526)
139,0.4506128430366516,1.0872102975845337,0.44934964179992676,1.0873684883117676,tensor(1.3057),tensor(1.3057)
140,0.450631320476532,1.0871162414550781,0.44919025897979736,1.08722722530365,tensor(1.3888),tensor(1.3888)
141,0.4503411054611206,1.0870006084442139,0.4490283727645874,1.087052583694458,tensor(1.2990),tensor(1.2990)
142,0.4503430724143982,1.086879014968872,0.4488639831542969,1.0869154930114746,tensor(1.3580),tensor(1.3580)
143,0.45036691427230835,1.0869308710098267,0.4486970901489258,1.0869715213775635,tensor(1.4014),tensor(1.4014)
144,0.45024383068084717,1.0867844820022583,0.44852763414382935,1.0867961645126343,tensor(1.3267),tensor(1.3267)
145,0.45011287927627563,1.08665931224823,0.4483553171157837,1.0868592262268066,tensor(1.3016),tensor(1.3016)
146,0.45001184940338135,1.0864770412445068,0.4481799006462097,1.0866756439208984,tensor(1.4026),tensor(1.4026)
147,0.44984376430511475,1.0864421129226685,0.4480016231536865,1.0866481065750122,tensor(1.3704),tensor(1.3704)
148,0.4496954679489136,1.0863232612609863,0.44781994819641113,1.0865381956100464,tensor(1.3458),tensor(1.3458)
149,0.44964540004730225,1.0862648487091064,0.4476351737976074,1.0863890647888184,tensor(1.4264),tensor(1.4264)
150,0.44949936866760254,1.0861293077468872,0.4474470615386963,1.0861765146255493,tensor(1.3557),tensor(1.3557)
151,0.44944828748703003,1.0859490633010864,0.44725555181503296,1.0860991477966309,tensor(1.3991),tensor(1.3991)
152,0.44933927059173584,1.0860233306884766,0.447060763835907,1.0861235857009888,tensor(1.3065),tensor(1.3065)
153,0.4492492079734802,1.0858004093170166,0.4468621015548706,1.0859030485153198,tensor(1.4529),tensor(1.4529)
154,0.44916802644729614,1.0857125520706177,0.4466596841812134,1.085813045501709,tensor(1.4054),tensor(1.4054)
155,0.4489949941635132,1.0856163501739502,0.4464532136917114,1.085811734199524,tensor(1.3192),tensor(1.3192)
156,0.44888436794281006,1.0854148864746094,0.4462423324584961,1.0856616497039795,tensor(1.2928),tensor(1.2928)
157,0.44883596897125244,1.085315465927124,0.44602739810943604,1.0853010416030884,tensor(1.2924),tensor(1.2924)
158,0.448697030544281,1.0851517915725708,0.4458080530166626,1.0853338241577148,tensor(1.3322),tensor(1.3322)
159,0.4486508369445801,1.0850818157196045,0.4455840587615967,1.0851614475250244,tensor(1.2903),tensor(1.2903)
160,0.44847363233566284,1.0849217176437378,0.4453554153442383,1.0849668979644775,tensor(1.3134),tensor(1.3134)
161,0.4483499526977539,1.0848567485809326,0.4451225996017456,1.085019588470459,tensor(1.3223),tensor(1.3223)
162,0.4481942653656006,1.0846829414367676,0.44488513469696045,1.0848242044448853,tensor(1.4398),tensor(1.4398)
163,0.4481842517852783,1.0844770669937134,0.44464272260665894,1.0845859050750732,tensor(1.3750),tensor(1.3750)
164,0.44808435440063477,1.0843347311019897,0.44439470767974854,1.0846402645111084,tensor(1.3312),tensor(1.3312)
165,0.44798189401626587,1.0842922925949097,0.44414180517196655,1.0843178033828735,tensor(1.2557),tensor(1.2557)
166,0.447778582572937,1.084076166152954,0.44388347864151,1.0841845273971558,tensor(1.2664),tensor(1.2664)
167,0.4476938247680664,1.083877444267273,0.4436197876930237,1.0840154886245728,tensor(1.3307),tensor(1.3307)
168,0.4475775957107544,1.0837165117263794,0.4433509111404419,1.0838589668273926,tensor(1.3166),tensor(1.3166)
169,0.44740045070648193,1.0836687088012695,0.4430769681930542,1.0836169719696045,tensor(1.2618),tensor(1.2618)
170,0.4473576545715332,1.0834318399429321,0.4427982568740845,1.0834516286849976,tensor(1.2904),tensor(1.2904)
171,0.4472959041595459,1.0832971334457397,0.44251537322998047,1.0834901332855225,tensor(1.3645),tensor(1.3645)
172,0.4471200704574585,1.0830519199371338,0.4422271251678467,1.083196997642517,tensor(1.2852),tensor(1.2852)
173,0.4469919800758362,1.0829899311065674,0.4419349431991577,1.0831143856048584,tensor(1.2305),tensor(1.2305)
174,0.44685035943984985,1.082800269126892,0.4416389465332031,1.082863211631775,tensor(1.2554),tensor(1.2554)
175,0.4466637969017029,1.0826809406280518,0.4413389563560486,1.0824549198150635,tensor(1.2659),tensor(1.2659)
176,0.44667279720306396,1.082421898841858,0.4410349726676941,1.082696557044983,tensor(1.2469),tensor(1.2469)
177,0.4463846683502197,1.0823065042495728,0.4407278895378113,1.0825474262237549,tensor(1.1976),tensor(1.1976)
178,0.4464150667190552,1.0821497440338135,0.4404182434082031,1.082478404045105,tensor(1.1836),tensor(1.1836)
179,0.4460321068763733,1.0819240808486938,0.4401055574417114,1.0821512937545776,tensor(1.2916),tensor(1.2916)
180,0.44609856605529785,1.0819493532180786,0.4397905468940735,1.0820454359054565,tensor(1.1758),tensor(1.1758)
181,0.44586795568466187,1.0817384719848633,0.43947404623031616,1.0820579528808594,tensor(1.1871),tensor(1.1871)
182,0.44569170475006104,1.0815476179122925,0.4391562342643738,1.0815516710281372,tensor(1.1456),tensor(1.1456)
183,0.44555675983428955,1.0812883377075195,0.4388362169265747,1.0813641548156738,tensor(1.1053),tensor(1.1053)
184,0.4452529549598694,1.0811430215835571,0.4385146498680115,1.0814751386642456,tensor(1.1603),tensor(1.1603)
185,0.44520103931427,1.0808720588684082,0.4381914734840393,1.0814955234527588,tensor(1.0926),tensor(1.0926)
186,0.44496387243270874,1.0809612274169922,0.4378690719604492,1.081522822380066,tensor(1.0729),tensor(1.0729)
187,0.4450051188468933,1.0809439420700073,0.43754714727401733,1.08065664768219,tensor(1.1025),tensor(1.1025)
188,0.44490689039230347,1.0808417797088623,0.4372257590293884,1.0809754133224487,tensor(1.0293),tensor(1.0293)
189,0.4445057511329651,1.0805920362472534,0.43690556287765503,1.0808465480804443,tensor(1.0705),tensor(1.0705)
190,0.4445303678512573,1.0802973508834839,0.4365852475166321,1.080501914024353,tensor(1.0882),tensor(1.0882)
191,0.4443954825401306,1.0804171562194824,0.43626677989959717,1.0810188055038452,tensor(0.9948),tensor(0.9948)
192,0.4439495801925659,1.0804040431976318,0.43595099449157715,1.0804849863052368,tensor(0.9688),tensor(0.9688)
193,0.4439713954925537,1.0803791284561157,0.4356386661529541,1.0808402299880981,tensor(0.9813),tensor(0.9813)
194,0.443409264087677,1.079920768737793,0.43532794713974,1.0805869102478027,tensor(0.9627),tensor(0.9627)
195,0.44329363107681274,1.0801008939743042,0.435019850730896,1.0802847146987915,tensor(0.9231),tensor(0.9231)
196,0.44299978017807007,1.0800883769989014,0.4347146153450012,1.0803934335708618,tensor(0.9379),tensor(0.9379)
197,0.44328492879867554,1.0800609588623047,0.4344130754470825,1.0799708366394043,tensor(0.9327),tensor(0.9327)
198,0.44312697649002075,1.0800431966781616,0.4341147541999817,1.0804939270019531,tensor(0.8729),tensor(0.8729)
199,0.442401647567749,1.0799391269683838,0.4338204860687256,1.0799169540405273,tensor(0.8761),tensor(0.8761)
200,0.44214606285095215,1.0799404382705688,0.43353044986724854,1.0807771682739258,tensor(0.8640),tensor(0.8640)
201,0.4418020248413086,1.0800058841705322,0.4332452416419983,1.0805978775024414,tensor(0.8451),tensor(0.8451)
202,0.4419030547142029,1.0801568031311035,0.43296539783477783,1.0801434516906738,tensor(0.8209),tensor(0.8209)
203,0.44152259826660156,1.0800204277038574,0.432689905166626,1.0802069902420044,tensor(0.8278),tensor(0.8278)
204,0.44110798835754395,1.0802359580993652,0.4324212670326233,1.0802894830703735,tensor(0.7707),tensor(0.7707)
205,0.4410839080810547,1.0801711082458496,0.4321582317352295,1.0807764530181885,tensor(0.7635),tensor(0.7635)
206,0.4411163926124573,1.0802099704742432,0.4319005012512207,1.080530047416687,tensor(0.7382),tensor(0.7382)
207,0.44052737951278687,1.080336332321167,0.43164944648742676,1.0812901258468628,tensor(0.7732),tensor(0.7732)
208,0.44036346673965454,1.0797985792160034,0.431401789188385,1.081185221672058,tensor(0.7914),tensor(0.7914)
209,0.43978095054626465,1.0800668001174927,0.43115878105163574,1.0812492370605469,tensor(0.7479),tensor(0.7479)
210,0.44024866819381714,1.0804959535598755,0.4309231638908386,1.080812931060791,tensor(0.7620),tensor(0.7620)
211,0.4393051862716675,1.0808846950531006,0.4306955337524414,1.0817055702209473,tensor(0.7340),tensor(0.7340)
212,0.4398472309112549,1.0806325674057007,0.43047356605529785,1.0815337896347046,tensor(0.6977),tensor(0.6977)
213,0.4389781355857849,1.0806324481964111,0.43025654554367065,1.0816426277160645,tensor(0.7051),tensor(0.7051)
214,0.43868446350097656,1.0808310508728027,0.43004530668258667,1.081827163696289,tensor(0.7153),tensor(0.7153)
215,0.4384368658065796,1.0809698104858398,0.42983943223953247,1.0824778079986572,tensor(0.6722),tensor(0.6722)
216,0.43814826011657715,1.0813220739364624,0.4296400547027588,1.0814279317855835,tensor(0.7041),tensor(0.7041)
217,0.43733763694763184,1.0814417600631714,0.4294450879096985,1.0824847221374512,tensor(0.6607),tensor(0.6607)
218,0.4370286464691162,1.0814332962036133,0.4292537569999695,1.0816737413406372,tensor(0.6225),tensor(0.6225)
219,0.436659574508667,1.0819422006607056,0.4290681481361389,1.0830351114273071,tensor(0.6339),tensor(0.6339)
220,0.4361611604690552,1.0824798345565796,0.42888981103897095,1.0833302736282349,tensor(0.6393),tensor(0.6393)
221,0.43583959341049194,1.0826653242111206,0.42871832847595215,1.0836358070373535,tensor(0.6138),tensor(0.6138)
222,0.4354509115219116,1.082242727279663,0.4285479784011841,1.083205223083496,tensor(0.6430),tensor(0.6430)
223,0.43495339155197144,1.08302903175354,0.42838215827941895,1.083909511566162,tensor(0.6419),tensor(0.6419)
224,0.4347653388977051,1.0827635526657104,0.4282159209251404,1.0841072797775269,tensor(0.6275),tensor(0.6275)
225,0.4341239929199219,1.083404779434204,0.4280513525009155,1.084044098854065,tensor(0.6135),tensor(0.6135)
226,0.4337969422340393,1.0834941864013672,0.4278867840766907,1.0844392776489258,tensor(0.6171),tensor(0.6171)
227,0.4335476756095886,1.083674669265747,0.4277225732803345,1.0846350193023682,tensor(0.6277),tensor(0.6277)
228,0.43379414081573486,1.083655834197998,0.4275572896003723,1.084755539894104,tensor(0.6053),tensor(0.6053)
229,0.4331280589103699,1.0841740369796753,0.4273924231529236,1.08495032787323,tensor(0.5995),tensor(0.5995)
230,0.43268895149230957,1.0840612649917603,0.427226722240448,1.0848157405853271,tensor(0.5967),tensor(0.5967)
231,0.4318554997444153,1.0843218564987183,0.4270617365837097,1.0850772857666016,tensor(0.5802),tensor(0.5802)
232,0.4317663311958313,1.0840651988983154,0.4268956184387207,1.0850704908370972,tensor(0.5960),tensor(0.5960)
233,0.4310958981513977,1.084593415260315,0.426730751991272,1.0843323469161987,tensor(0.5731),tensor(0.5731)
234,0.43069326877593994,1.0845513343811035,0.42656826972961426,1.0850932598114014,tensor(0.6163),tensor(0.6163)
235,0.43042731285095215,1.0845832824707031,0.4264070391654968,1.0852596759796143,tensor(0.6097),tensor(0.6097)
236,0.4299479126930237,1.0845588445663452,0.4262468218803406,1.0853378772735596,tensor(0.5899),tensor(0.5899)
237,0.42969179153442383,1.08465576171875,0.4260880947113037,1.0850715637207031,tensor(0.5860),tensor(0.5860)
238,0.42946410179138184,1.0845677852630615,0.425930917263031,1.0851765871047974,tensor(0.6230),tensor(0.6230)
239,0.4291170835494995,1.0844759941101074,0.4257758855819702,1.085050106048584,tensor(0.5931),tensor(0.5931)
240,0.4288148283958435,1.0844305753707886,0.4256240725517273,1.0851589441299438,tensor(0.5902),tensor(0.5902)
241,0.4285958409309387,1.0843740701675415,0.4254751205444336,1.0844990015029907,tensor(0.6015),tensor(0.6015)
242,0.42836296558380127,1.0841741561889648,0.4253297448158264,1.084940791130066,tensor(0.5740),tensor(0.5740)
243,0.42801380157470703,1.0842382907867432,0.42518776655197144,1.0846151113510132,tensor(0.5870),tensor(0.5870)
244,0.42794883251190186,1.0839167833328247,0.4250480532646179,1.0847996473312378,tensor(0.5724),tensor(0.5724)
245,0.42775529623031616,1.0839592218399048,0.4249104857444763,1.0839756727218628,tensor(0.5732),tensor(0.5732)
